Rec no.,TA ID,Year of Publication,Process,Technology,Technology type,Indication,Categorisation (for specific recommendation),Comment
1081,TA746,2021/22,STA,Nivolumab ,Pharmaceutical,Resected oesophageal or gastro-oesophageal junction cancer,Recommended,Recommended in line with clinical practice and following agreement of a commerical access agreement.
1085,TA750,2021/22,STA,Olaparib ,Pharmaceutical,Maintenance treatment of BRCA mutation-positive metastatic pancreatic cancer after platinum-based chemotherapy,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1089,TA754,2021/22,STA,Mogamulizumab ,Pharmaceutical,Previously treated  Sézary syndrome,Optimised,"Optimised recommendation for treating Sézary syndrome in adults who have had at least 1 systemic treatment. It is recommended only if the company provides mogamulizumab according to the commercial arrangement.
"
1090,TA754,2021/22,STA,Mogamulizumab ,Pharmaceutical,Previously treated mycosis fungoides ,Optimised,"Optimised recommendation for treating mycosis fungoides in adults, only if:
• their condition is stage 2B or above and they have had at least 2 systemic treatments and
• the company provides mogamulizumab according to the commercial arrangement."
1092,TA756,2021/22,STA,Fedratinib,Pharmaceutical,Disease-related splenomegaly or symptoms in myelofibrosis,Recommended (CDF),"Fedratinib is recommended for use within the Cancer Drugs Fund as an option for treating disease-related splenomegaly or symptoms of primary myelofibrosis, post-polycythaemia vera myelofibrosis or post-essential thrombocythaemia myelofibrosis in adults. It is recommended only if:
they have previously had ruxolitinib and
the conditions in the managed access agreement for fedratinib are followed."
1096,TA760,2021/22,STA,Selpercatinib ,Pharmaceutical,Previously treated RET fusion-positive advanced non-small-cell lung cancer,Recommended (CDF),"Selpercatinib is recommended for use within the Cancer Drugs Fund as an option for treating RET fusion-positive advanced non-small-cell lung cancer (NSCLC) in adults who need systemic therapy after immunotherapy, platinum-based chemotherapy or both. It is recommended only if the conditions in the managed access agreement are followed."
1097,TA761,2021/22,STA,Osimertinib ,Pharmaceutical,Adjuvant treatment of EGFR mutation-positive non-small-cell lung cancer after complete tumour resection,Optimised (CDF),"Osimertinib is recommended for use within the Cancer Drugs Fund as adjuvant treatment after complete tumour resection in adults with stage 1b to 3a non‑small‑cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations. It is recommended only if:
•osimertinib is stopped at 3 years, or earlier if there is disease recurrence or unacceptable toxicity and
•the company provides osimertinib according to the managed access agreement."
1098,TA762,2021/22,STA,Olaparib ,Pharmaceutical,BRCA mutation-positive HER2-negative metastatic breast cancer after chemotherapy,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1099,TA763,2021/22,STA,Daratumumab in combination ,Pharmaceutical,Multiple myeloma when a stem cell transplant is suitable,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
1101,TA765,2021/22,STA,Venetoclax with azacitidine,Pharmaceutical, Untreated acute myeloid leukaemia when intensive chemotherapy is unsuitable,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
1102,TA766,2021/22,STA,Pembrolizumab,Pharmaceutical,Adjuvant treatment of completely resected stage 3 melanoma,Recommended,"Recommended in line with marketing authorisation and following agreement of a patient access scheme.
Replaces TA553"
1106,TA770,2021/22,STA,Pembrolizumab with carboplatin and paclitaxel ,Pharmaceutical,Untreated metastatic squamous non-small-cell lung cancer,Optimised,"Optimised recommendation for Pembrolizumab with carboplatin and paclitaxel is recommended as an option for untreated metastatic squamous non-small-cell lung cancer (NSCLC) in adults, only if
their tumours express PD‑L1 with a tumour proportion score of 0% to 49%
their tumours express PD‑L1 with a tumour proportion score of 50% or more and they need urgent clinical intervention
it is stopped at 2 years of uninterrupted treatment or earlier if their disease progresses and
the company provides pembrolizumab according to the commercial arrangement.
CDF review of TA600 "
1107,TA771,2021/22,STA,"Daratumumab with bortezomib, melphalan and prednisone",Pharmaceutical, Untreated multiple myeloma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1108,TA772,2021/22,STA,Pembrolizumab ,Pharmaceutical,Relapsed or refractory classical Hodgkin lymphoma after stem cell transplant or at least 2 previous therapies,Recommended,"Recommendded in line with marketing authorisation and following agreemenet of a commerical access agreement.
Extension to the MA in TA540"
1110,TA774,2021/22,STA,Lenalidomide ,Pharmaceutical,Relapsed or refractory mantle cell lymphoma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1115,TA779,2021/22,STA,Dostarlimab,Pharmaceutical,Previously treated advanced or recurrent endometrial cancer with high microsatellite instability or mismatch repair deficiency,Recommended (CDF),Dostarlimab is recommended for use within the Cancer Drugs Fund as an option for treating advanced or recurrent endometrial cancer with high microsatellite instability or mismatch repair deficiency in adults who have had platinum-based chemotherapy. It is recommended only if the conditions in the managed access agreement are followed.
1116,TA780,2021/22,STA,Nivolumab with ipilimumab ,Pharmaceutical,Untreated advanced renal cell carcinoma,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
1117,TA781,2021/22,STA,Sotorasib ,Pharmaceutical,Previously treated KRAS G12C mutation-positive advanced non-small-cell lung cancer,Recommended (CDF),"Sotorasib is recommended for use within the Cancer Drugs Fund as an option for treating KRAS G12C mutation-positive locally advanced or metastatic non-small-cell lung cancer in adults whose disease has progressed on, or who cannot tolerate, platinum-based chemotherapy or anti-PD-1/PD-L1 immunotherapy. It is recommended only if the conditions in the managed access agreement for sotorasib are followed."
1118,TA782,2021/22,STA,Tagraxofusp,Pharmaceutical, Treating blastic plasmacytoid dendritic cell neoplasm ,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1119,TA783,2022/23,STA,Daratumumab monotherapy for treating relapsed and refractory multiple myeloma,Pharmaceutical,Relapsed and refractory multiple myeloma,Optimised,"CDF review of TA510 Optimised recommenation for daratumumab monotherapy is recommended as an option for treating relapsed and refractory multiple myeloma in adults who have had a proteasome inhibitor and an immunomodulator, and whose disease progressed on the last treatment, only if:
they have daratumumab after 3 treatments and
the company provides daratumumab according to the commercial arrangement."
1120,TA784,2022/23,STA,Niraparib,Pharmaceutical,"Maintenance treatment of relapsed, platinum-sensitive ovarian, fallopian tube and peritoneal cancer",Optimised,"CDF review of TA528. Optimised recommendation for niraparib for treating relapsed, platinum-sensitive high-grade serous epithelial ovarian, fallopian tube or primary peritoneal cancer that has responded to the most recent course of platinum-based chemotherapy in adults. It is recommended only if: 
they have a BRCA mutation and have had 2 courses of platinum-based chemotherapy, or they do not have a BRCA mutation and have had 2 or more courses of platinum-based chemotherapy, and
the company provides it according to the commercial arrangement."
1121,TA785,2022/23,STA,Nivolumab with cabozantinib ,Pharmaceutical,Untreated advanced renal cell carcinoma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1122,TA786,2022/23,STA,Tucatinib with trastuzumab and capecitabine ,Pharmaceutical,HER2-positive advanced breast cancer after 2 or more anti-HER2 therapies,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme.
1123,TA787,2022/23,STA,Venetoclax with low dose cytarabine ,Pharmaceutical,Untreated acute myeloid leukaemia when intensive chemotherapy is unsuitable,Optimised,"Optimised recommendation for venetoclax with low dose cytarabine for untreated acute myeloid leukaemia in adults when intensive chemotherapy is unsuitable, only if:
they have over 30% bone marrow blasts
the company provides venetoclax according to the commercial arrangement."
1124,TA788,2022/23,STA,Avelumab ,Pharmaceutical,Maintenance treatment of locally advanced or metastatic urothelial cancer after platinum-based chemotherapy,Optimised,"Optimised recommendation for avelumab for maintenance treatment of locally advanced or metastatic urothelial cancer that has not progressed after platinum-based chemotherapy in adults, only if:
avelumab is stopped at 5 years of uninterrupted treatment or earlier if the disease progresses and
the company provides avelumab according to the commercial arrangement."
1125,TA789,2022/23,STA,Tepotinib ,Pharmaceutical,Advanced non-small-cell lung cancer with MET gene alterations,Recommended,Recommended in line with the marketing authorisation and following agreement of a patient access scheme.
1131,TA795,2022/23,STA,Ibrutinib ,Pharmaceutical,Waldenstrom’s macroglobulinaemia,Not recommended,"CDF review of TA491. At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
1132,TA796,2022/23,STA,Venetoclax ,Pharmaceutical,Chronic lymphocytic leukaemia,Recommended,CDF review of TA487 Recommended in line with the martketing authorisation and following agreement of a patient access schemem
1133,TA797,2022/23,STA,Enfortumab vedotin ,Pharmaceutical,Previously treated locally advanced or metastatic urothelial cancer,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1134,TA798,2022/23,STA,Durvalumab ,Pharmaceutical,Maintenance treatment of unresectable non-small-cell lung cancer after platinum-based chemoradiation,Optimised,"CDF review of TA578 Optimised recommendation for durvalumab for treating locally advanced unresectable non-small-cell lung cancer (NSCLC) in adults whose tumours express programmed cell death ligand 1 (PD‑L1) on 1% or more of cells and whose disease has not progressed after platinum-based chemoradiation, only if:
they have had concurrent platinum-based chemoradiation
the company provides durvalumab according to the commercial arrangement."
1137,TA801,2022/23,STA,Pembrolizumab plus chemotherapy,Pharmaceutical," Untreated, triple-negative, locally recurrent unresectable or metastatic breast cancer",Optimised,"Optimised recommendation for pembrolizumab plus chemotherapy (paclitaxel or nab‑paclitaxel) for treating triple‑negative, locally recurrent unresectable or metastatic breast cancer in adults who have not had chemotherapy for metastatic disease. It is recommended only if:
the tumours express PD‑L1 with a combined positive score (CPS) of 10 or more and an immune cell staining (IC) of less than 1%, and
the company provides pembrolizumab according to the commercial arrangement."
1138,TA802,2022/23,STA,Cemiplimab,Pharmaceutical,Advanced cutaneous squamous cell carcinoma,Optimised,"CDF review of TA592 Optimised recommendation for cemiplimabn for treating metastatic or locally advanced cutaneous squamous cell carcinoma in adults when curative surgery or curative radiotherapy is not suitable, only if:
it is stopped at 24 months, or earlier if their disease progresses, and
the company provides cemiplimab according to the commercial arrangement."
1146,TA810,2022/23,STA,Abemaciclib with endocrine therapy ,Pharmaceutical,"Adjuvant treatment of hormone receptor-positive, HER2-negative, node-positive early breast cancer at high risk of recurrence",Recommended,"Recommended in line with marketing authorisation and following agreement of a patient access scheme. 
NB The MA is confuisng and split across section 4.1 and 5.1.
"
1147,TA811,2022/23,STA,Duvelisib ,Pharmaceutical,Relapsed or refractory chronic lymphocytic leukaemia after 2 or more treatments,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1148,TA812,2022/23,STA,Pralsetinib ,Pharmaceutical,RET fusion-positive advanced non-small-cell lung cancer,Not recommended," At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
1149,TA813,2022/23,STA,Asciminib ,Pharmaceutical,Chronic myeloid leukaemia after 2 or more tyrosine kinase inhibitors,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme. 
1154,TA816,2022/23,STA,Alpelisib with fulvestrant ,Pharmaceutical,"Hormone receptor-positive, HER2-negative, PIK3CA-mutated advanced breast cancer",Optimised,"Replaces TA652 Optimised recommendation for alpelisib plus fulvestrant for treating hormone receptor-positive, HER2-negative, PIK3CA-mutated, locally advanced or metastatic breast cancer in adults, only if:
their cancer has progressed after a CDK4/6 inhibitor plus an aromatase inhibitor and
the company provides alpelisib according to the commercial arrangement)."
1155,TA817,2022/23,STA,Nivolumab,Pharmaceutical,Invasive urothelial cancer at high risk of recurrence,Optimised,"Optimsed recommendation for nivolumab for the adjuvant treatment of muscle-invasive urothelial cancer that is at high risk of recurrence after radical resection in adults whose tumours express PD-L1 at a level of 1% or more. It is recommended only if:
adjuvant treatment with platinum‑based chemotherapy is unsuitable, and 
the company provides nivolumab according to the commercial arrangement."
1156,TA818,2022/23,STA,Nivolumab with ipilimumab ,Pharmaceutical,Untreated unresectable malignant pleural mesothelioma,Optimised,"Optimised recommendation for nivolumab plus ipilimumab is recommended as an option for untreated unresectable malignant pleural mesothelioma in adults, only if:
they have an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1
the company provides it according to the commercial arrangement."
1157,TA819,2022/23,STA,Sacituzumab govitecan ,Pharmaceutical,Unresectable triple-negative advanced breast cancer after 2 or more therapies,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme. 
1161,TA823,2022/23,STA,Atezolizumab,Pharmaceutical,Adjuvant treatment of resected non-small-cell lung cancer,Recommended (CDF),"Atezolizumab is recommended for use within the Cancer Drugs Fund as an option for adjuvant treatment after complete tumour resection in adults with stage 2 to 3a non-small-cell lung cancer (NSCLC) whose:
tumours have the programmed cell death ligand‑1 (PD‑L1) biomarker expression on 50% or more of their tumour cells and
whose disease has not progressed after platinum-based adjuvant chemotherapy.
It is recommended only if the company provides atezolizumab according to the managed access agreement."
1165,TA827,2022/23,STA,Oral azacitidine ,Pharmaceutical,Maintenance treatment of acute myeloid leukaemia after induction therapy,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme. 
1168,TA830,2022/23,STA,Pembrolizumab ,Pharmaceutical,Adjuvant treatment of renal cell carcinoma,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme. 
1169,TA831,2022/23,STA,Olaparib ,Pharmaceutical,Previously treated BRCA mutation-positive hormone-relapsed metastatic prostate cancer,Not recommended," At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
1174,TA836,2022/23,STA,Palbociclib with fulvestrant ,Pharmaceutical,"Hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",Recommended,CDF review of TA619. Recommended in line with clincial practice and following agreement of a patient access scheme.
1175,TA837,2022/23,STA,Pembrolizumab ,Pharmaceutical,Adjuvant treatment of resected stage 2B or 2C melanoma,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme
1179,TA841,2022/23,STA,Carfilzomib with daratumumab and dexamethasone,Pharmaceutical,Relapsed or refractory multiple myeloma,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1180,TA842,2022/23,STA,Tisagenlecleucel ,Pharmaceutical,Follicular lymphoma after 2 or more therapies ,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1186,TA848,2022/23,STA,Cemiplimab,Pharmaceutical,Untreated PD-L1-positive advanced or metastatic non-small-cell lung cancer,Terminated Appraisal - non submission,The single technology appraisal process is based on the manufacturer’s submission. In the absence of a submission from the manufacturer the appraisal was terminated and a recommendation could not be made.
1187,TA849,2022/23,STA,Cabozantinib,Pharmaceutical, Previously treated advanced hepatocellular carcinoma,Optimised,"Replaces TA582. Optimised recommendation for cabozantinib for treating advanced hepatocellular carcinoma (HCC) in adults who have had sorafenib, only if:
they have Child–Pugh grade A liver impairment and an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1, and
the company provides it according to the commercial arrangement.
"
1188,TA850,2022/23,STA,Amivantamab,Pharmaceutical,EGFR exon 20 insertion mutation-positive advanced non-small-cell lung cancer after platinum-based chemotherapy,Not recommended,"At the time of appraisal, the technology was not considered to be an appropriate use of NHS resources based on the data available."
1189,TA851,2022/23,STA,Pembrolizumab ,Pharmaceutical,Neoadjuvant and adjuvant treatment of triple-negative early or locally advanced breast cancer,Recommended,Recommended in line with marketing authorisation and following agreement of a commerical access arrangement
1190,TA852,2022/23,STA,Trifluridine–tipiracil,Pharmaceutical,Metastatic gastric cancer or gastro-oesophageal junction adenocarcinoma after 2 or more treatments,Recommended,Rapide review of TA669.  Recommended in line with marketing authorisation and following agreement of a patient access scheme
1193,TA855,2022/23,STA,Mobocertinib,Pharmaceutical,EGFR exon 20 insertion mutation-positive advanced non-small-cell lung cancer after platinum-based chemotherapy,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme
1195,TA857,2022/23,STA,Nivolumab with platinum- and fluoropyrimidine-based chemotherapy,Pharmaceutical," Untreated HER2-negative advanced gastric, gastro-oesophageal junction or oesophageal adenocarcinoma",Recommended,Recommended in line with marketing authorisation and following agreement of a commerical access arrangement
1196,TA858,2022/23,MTA,Lenvatinib,Pharmaceutical, Untreated advanced renal cell carcinoma,Optimised,"Optimised recommendation for lenvatinib with pembrolizumab for untreated advanced renal cell carcinoma in adults, only if:
their disease is intermediate or poor risk as defined in the International Metastatic Renal Cell Carcinoma Database Consortium criteria and
nivolumab with ipilimumab would otherwise be offered and
the companies provide lenvatinib and pembrolizumab according to the commercial arrangements."
1197,TA858,2022/23,MTA,Lenvatinib,Pharmaceutical, Untreated advanced renal cell carcinoma,Optimised,"Optimised recommendation for lenvatinib with pembrolizumab for untreated advanced renal cell carcinoma in adults, only if:
their disease is intermediate or poor risk as defined in the International Metastatic Renal Cell Carcinoma Database Consortium criteria and
nivolumab with ipilimumab would otherwise be offered and
the companies provide lenvatinib and pembrolizumab according to the commercial arrangements."
1201,TA862,2022/23,STA,Trastuzumab deruxtecan ,Pharmaceutical,HER2-positive unresectable or metastatic breast cancer after 1 or more anti-HER2 treatments,Recommended (CDF),Trastuzumab deruxtecan is recommended with managed access as an option for treating HER2‑positive unresectable or metastatic breast cancer after 1 or more anti-HER2 treatments in adults. It is only recommended if the conditions in the managed access agreement for trastuzumab deruxtecan are followed.
1204,TA865,2022/23,STA,Nivolumab with fluoropyrimidine- and platinum-based chemotherapy ,Pharmaceutical,"Untreated unresectable advanced, recurrent, or metastatic oesophageal squamous cell carcinoma",Optimised,"Optimised recommendation for nivolumab with fluoropyrimidine-based and platinum-based combination chemotherapy for untreated unresectable advanced, recurrent, or metastatic oesophageal squamous cell carcinoma in adults whose tumours express PD‑L1 at a level of 1% or more. It is recommended only if:
 - pembrolizumab plus chemotherapy is not suitable
 - the company provides nivolumab according to the commercial arrangement."
1205,TA866,2022/23,STA,Regorafenib ,Pharmaceutical,Previously treated metastatic colorectal cancer,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme
1209,TA870,2022/23,STA,Ixazomib with lenalidomide and dexamethasone,Pharmaceutical,Relapsed or refractory multiple myeloma,Optimised,"Review of TA505. Optimised recommenation for ixazomib, with lenalidomide and dexamethasone, as an option for treating multiple myeloma in adults, only if:
they have had 2 or 3 lines of therapy and 
the company provides ixazomib according to the commercial arrangement."
1211,TA872,2022/23,STA,Axicabtagene ciloleucel ,Pharmaceutical,Diffuse large B-cell lymphoma and primary mediastinal large B-cell lymphoma after 2 or more systemic therapies,Recommended,CDF review of TA559. Recommended in line with marketing authorisation and following agreement of a patient access scheme
1215,TA876,2022/23,STA,Nivolumab with chemotherapy ,Pharmaceutical,Neoadjuvant treatment of resectable non-small-cell lung cancer,Recommended,Recommended in line with marketing authorisation and following agreement of a patient access scheme
