nct_id,phase,start_date,enrollment_type,drug,official_title,brief_title,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT03269552,Phase 2,18/12/2017,Actual,carfilzomib,A Response-Adapted Clinical Trial of Weekly Carfilzomib With or Without Rituximab for Waldenström's Macroglobulinemia and Marginal Zone Lymphoma,Carfilzomib With or Without Rituximab in the Treatment of Waldenstrom Macroglobulinemia or Marginal Zone Lymphoma,0,0,0,0,0,,0,,0,8
NCT03275285,Phase 3,25/10/2017,Actual,carfilzomib,"Randomized, Open Label, Multicenter Study Assessing The Clinical Benefit Of Isatuximab Combined With Carfilzomib (Kyprolis®) And Dexamethasone Versus Carfilzomib With Dexamethasone In Patients With Relapse And/Or Refractory Multiple Myeloma Previously Treated With 1 to 3 Prior Lines","Multinational Clinical Study Comparing Isatuximab, Carfilzomib And Dexamethasone To Carfilzomib And Dexamethasone In Relapse And/Or Refractory Multiple Myeloma Patients",0,100,18,0,,,6,,52,428
NCT03333746,Phase 2,21/03/2018,Actual,lenalidomide,Phase II Study of Lenalidomide in Combination With Nivolumab In Patients With Relapsed/Refractory Multiple Myeloma,Lenalidomide and Nivolumab in Treating Patients With Relapsed or Refractory Multiple Myeloma,0,0,0,0,0,,0,,0,2
NCT03338790,Phase 2,19/12/2017,Actual,enzalutamide,"A Phase 2 Study of Nivolumab in Combination With Either Rucaparib, Docetaxel, or Enzalutamide in Men With Castration-resistant Metastatic Prostate Cancer","An Investigational Immunotherapy Study of Nivolumab in Combination With Rucaparib, Docetaxel, or Enzalutamide in Metastatic Castration-resistant Prostate Cancer",0,8,30,0,,,0,,50,496
NCT03357952,Phase 2/Phase 3,16/11/2017,Actual,daratumumab,"A Randomized, Open-label, Multicenter, Multiphase Study of JNJ-63723283, an Anti-PD-1 Monoclonal Antibody, Administered in Combination With Daratumumab, Compared With Daratumumab Alone in Subjects With Relapsed or Refractory Multiple Myeloma","A Study of JNJ-63723283, an Anti-programmed Death-1 Monoclonal Antibody, Administered in Combination With Daratumumab, Compared With Daratumumab Alone in Participants With Relapsed or Refractory Multiple Myeloma",0,0,2,0,0,,0,,0,38
NCT03411031,Phase 2,04/10/2018,Actual,lenalidomide,A Randomized Parallel Phase 2 Study of Elotuzumab Plus Lenalidomide (Elo/Rev) for the Treatment of Serologic Relapse/Progression While on Lenalidomide Maintenance for Multiple Myeloma,Elotuzumab Plus Lenalidomide (Elo/Rev) for Serologic Relapse/Progression While on Lenalidomide,0,2,8,0,0,,0,,0,62
NCT03412565,Phase 2,26/04/2018,Actual,carfilzomib,A Multicenter Phase 2 Study to Evaluate Subcutaneous Daratumumab in Combination With Standard Multiple Myeloma Treatment Regimens,A Study to Evaluate Subcutaneous Daratumumab in Combination With Standard Multiple Myeloma Treatment Regimens,0,10,20,0,32,,0,,322,676
NCT03412565,Phase 2,26/04/2018,Actual,daratumumab,A Multicenter Phase 2 Study to Evaluate Subcutaneous Daratumumab in Combination With Standard Multiple Myeloma Treatment Regimens,A Study to Evaluate Subcutaneous Daratumumab in Combination With Standard Multiple Myeloma Treatment Regimens,0,10,20,0,32,,0,,322,676
NCT03412565,Phase 2,26/04/2018,Actual,lenalidomide,A Multicenter Phase 2 Study to Evaluate Subcutaneous Daratumumab in Combination With Standard Multiple Myeloma Treatment Regimens,A Study to Evaluate Subcutaneous Daratumumab in Combination With Standard Multiple Myeloma Treatment Regimens,0,10,20,0,32,,0,,322,676
NCT03418324,Phase 2,05/03/2018,Actual,enzalutamide,"A Phase 2 Study of TRC105 (Anti-endoglin Antibody) With Abiraterone and With Enzalutamide in Metastatic, Castration Resistant Prostate Cancer Patients Progressing on Therapy",Study of TRC105 With Abiraterone and With Enzalutamide in Prostate Cancer Patients Progressing on Therapy,0,2,0,0,0,,0,,0,30
NCT03439293,Phase 2,13/03/2018,Actual,daratumumab,"A Phase 2, Open-Label Study of Ixazomib+Daratumumab+Dexamethasone (IDd) in Relapsed and/or Refractory Multiple Myeloma (RRMM)",A Study of Ixazomib+Daratumumab+Dexamethasone (IDd) in Relapsed and/or Refractory Multiple Myeloma (RRMM),0,0,3,0,1,,0,,10,108
NCT03481556,Phase 1/Phase 2,12/04/2018,Actual,daratumumab,An Open-Label Phase 1/2a Study of the Safety and Efficacy of Melflufen and Dexamethasone in Combination With Either Bortezomib or Daratumumab in Patients With Relapsed or Relapsed-Refractory Multiple Myeloma,Study of Melphalan Flufenamide (Melflufen) + Dex With Bortezomib or Daratumumab in Patients With RRMM,0,0,4,0,2,,0,,16,202
NCT03512353,Phase 2,05/07/2018,Actual,carfilzomib,An Open-label Phase 2 Study of Carfilzomib Plus Dexamethasone To Assess Tolerability and Adherence in Subjects With Relapsed or Refractory Multiple Myeloma at US Community Oncology Centers,A Study of Carfilzomib Plus Dexamethasone in Adults With Relapsed or Refractory Multiple Myeloma at US Community Oncology Centers,,,1,,0,,,,0,11
NCT03531827,Phase 2,26/03/2019,Actual,enzalutamide,"A Single Arm Phase II Study Combining CRLX101, a Nanoparticle Camptothecin, With Enzalutamide in Patients With Progressive Metastatic Castration Resistant Prostate Cancer Following Prior Enzalutamide Treatment","Combining CRLX101, a Nanoparticle Camptothecin, With Enzalutamide in People With Progressive Metastatic Castration Resistant Prostate Cancer Following Prior Enzalutamide Treatment",0,0,1,0,0,,0,,0,7
NCT03822078,Phase 1,30/09/2003,Actual,denosumab,"A Randomized, Double-blind, Placebo-controlled, Single-dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of AMG 162 Administered Subcutaneously to Japanese Postmenopausal Women","Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Denosumab (AMG 162) in Japanese Postmenopausal Women",,90,,,,,,,,
NCT03834519,Phase 3,02/05/2019,Actual,enzalutamide,"A Phase 3, Randomized Open-label Study of Pembrolizumab (MK-3475) Plus Olaparib Versus Abiraterone Acetate or Enzalutamide in Participants With Metastatic Castration-resistant Prostate Cancer (mCRPC) Who Are Unselected for Homologous Recombination Repair Defects and Have Failed Prior Treatment With One Next-generation Hormonal Agent (NHA) and Chemotherapy (KEYLYNK-010)",Study of Pembrolizumab (MK-3475) Plus Olaparib Versus Abiraterone Acetate or Enzalutamide in Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-7339-010/KEYLYNK-010),2,322,10,4,206,,2,,70,2556
NCT04052204,Phase 1/Phase 2,30/12/2019,Actual,enzalutamide,A Phase 1b/2 Study to Evaluate Safety and Clinical Activity of Avelumab in Combination With Bempegaldesleukin(NKTR-214) With or Without Talazoparib or Enzalutamide in Participants With Locally Advanced or Metastatic Solid Tumors,Avelumab With Bempegaldesleukin With or Without Talazoparib or Enzalutamide in Advanced or Metastatic Solid Tumors,0,0,0,0,0,,0,,0,6
NCT04272775,Phase 1,05/06/2012,Actual,lenalidomide,A Phase 1 Study of MLN9708 in Japanese Patients With Relapsed and/or Refractory Multiple Myeloma,A Study of MLN9708 in Japanese Participants With Relapsed and/or Refractory Multiple Myeloma (RRMM),0,28,0,0,,,0,,0,0
