nct_id,phase,start_date,enrollment_type,name,official_title,brief_title,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT02207530,Phase 2,23/10/2014,Actual,medi4736,"A Phase II, Multi-Center, Single-Arm, Global Study of MEDI4736 Monotherapy in Patients With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck (SCCHN)",Phase II Study of MEDI4736 Monotherapy in Treatment of Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck,0,4,5,0,1,,0,109,5,100
NCT02213289,Phase 2,20/01/2015,Actual,nivolumab,PANGEA: Personalized Antibodies for Gastro-Esophageal Adenocarcinoma,PANGEA-IMBBP: Personalized Antibodies for Gastro-Esophageal Adenocarcinoma - A 1st Pilot Metastatic Trial of Biologics Beyond Progression,0,4,14,0,,,6,,0,136
NCT02220894,Phase 3,30/10/2014,Actual,pembrolizumab,"A Randomized, Open Label, Phase III Study of Overall Survival Comparing Pembrolizumab (MK-3475) Versus Platinum Based Chemotherapy in Treatment Na��ve Subjects With PD-L1 Positive Advanced or Metastatic Non-Small Cell Lung Cancer (Keynote 042)",Study of Pembrolizumab (MK-3475) Versus Platinum-Based Chemotherapy for Participants With Programmed Cell Death-Ligand 1 (PD-L1)-Positive Advanced or Metastatic Non-Small Cell Lung Cancer (MK-3475-042/KEYNOTE-042),30,752,46,2,,,98,,0,1620
NCT02227667,Phase 2,02/12/2014,Actual,medi4736,Phase II Study to Evaluate the Efficacy of MEDI4736 in Immunological Subsets of Advanced Colorectal Cancer,Evaluate the Efficacy of MEDI4736 in Immunological Subsets of Advanced Colorectal Cancer,0,2,0,0,1,,0,15,2,12
NCT02231749,Phase 3,16/10/2014,Actual,nivolumab,"A Phase 3, Randomized, Open-Label Study of Nivolumab Combined With Ipilimumab Versus Sunitinib Monotherapy in Subjects With Previously Untreated, Advanced or Metastatic Renal Cell Carcinoma",Nivolumab Combined With Ipilimumab Versus Sunitinib in Previously Untreated Advanced or Metastatic Renal Cell Carcinoma (CheckMate 214),0,186,26,0,58,,,1074,1102,1938
NCT02242942,Phase 3,31/12/2014,Actual,venetoclax,"A Prospective, Open-Label, Multicenter Randomized Phase III Trial to Compare The Efficacy and Safety of A Combined Regimen of Obinutuzumab and Venetoclax Versus Obinutuzumab and Chlorambucil in Previously Untreated Patients With CLL and Coexisting Medical Conditions",Comparison of the Treatments of Obinutuzumab + Venetoclax Versus Obinutuzumab + Chlorambucil in Patients With Chronic Lymphocytic Leukemia,2,,8,6,86,,,698,182,798
NCT02243371,Phase 2,02/01/2015,Actual,nivolumab,"A Randomized Phase 2 Study of the Safety, Efficacy, and Immune Response of GVAX Pancreas Vaccine (With Cyclophosphamide) and CRS-207 With or Without Nivolumab in Patients With Previously Treated Metastatic Pancreatic Adenocarcinoma",GVAX Pancreas Vaccine (With CY) and CRS-207 With or Without Nivolumab,0,20,8,0,4,,4,168,14,154
NCT02243579,Phase 2,15/10/2014,Actual,pembrolizumab,A Phase 2 Study of MK-3475 for the Treatment of Relapsed/Refractory Mycosis Fungoides/Sezary Syndrome,Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome,0,0,3,0,,,0,,1,20
NCT02252042,Phase 3,17/11/2014,Actual,pembrolizumab,A Phase III Randomized Trial of MK-3475 (Pembrolizumab) Versus Standard Treatment in Subjects With Recurrent or Metastatic Head and Neck Cancer,Pembrolizumab (MK-3475) Versus Standard Treatment for Recurrent or Metastatic Head and Neck Cancer (MK-3475-040/KEYNOTE-040),4,62,20,0,,,14,,62,828
NCT02253992,Phase 1/Phase 2,29/09/2014,Actual,nivolumab,A Phase 1/2 Dose Escalation and Cohort Expansion Study of the Safety and Tolerability of Urelumab Administered in Combination With Nivolumab in Advanced/Metastatic Solid Tumors and B-cell Non-Hodgkins Lymphoma,An Investigational Immuno-therapy Study to Determine the Safety of Urelumab Given in Combination With Nivolumab in Solid Tumors and B-cell Non-Hodgkin's Lymphoma,0,2,18,0,4,,0,228,96,292
NCT02255097,Phase 2,24/10/2014,Actual,pembrolizumab,A Phase II Clinical Trial of Single Agent Pembrolizumab (MK-3475) in Subjects With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (HNSCC) Who Have Failed Platinum and Cetuximab,Study of MK-3475 (Pembrolizumab) in Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma After Treatment With Platinum-based and Cetuximab Therapy (MK-3475-055/KEYNOTE-055),1,7,11,0,9,,0,153,10,153
NCT02257528,Phase 2,18/05/2015,Actual,nivolumab,"A Phase II Evaluation of Nivolumab, a Fully Human Antibody Against PD-1, in the Treatment of Persistent or Recurrent Cervical Cancer","Nivolumab in Treating Patients With Persistent, Recurrent, or Metastatic Cervical Cancer",0,0,5,0,2,,0,22,3,18
NCT02259725,Phase 2,16/08/2016,Actual,regorafenib,Phase II Study of Single Agent Regorafenib in Patients With Advanced/Metastatic Neuroendocrine Tumors,Regorafenib in Treating Patients With Advanced or Metastatic Neuroendocrine Tumors,0,0,0,0,2,,0,1,0,3
NCT02260531,Phase 2,30/11/2014,Actual,cabozantinib,A Phase II Study of Cabozantinib Alone or in Combination With Trastuzumab in Breast Cancer Patients With Brain Metastases,Cabozantinib +/- Trastuzumab In Breast Cancer Patients w/ Brain Metastases,,,4,,,,2,2,,64
NCT02263508,Phase 3,08/12/2014,Actual,pembrolizumab,"A Phase 1b/3, Multicenter, Trial of Talimogene Laherparepvec in Combination With Pembrolizumab (MK-3475) for Treatment of Unresectable Stage IIIB to IVM1c Melanoma (MASTERKEY-265)",Pembrolizumab With Talimogene Laherparepvec or Placebo in Unresected Melanoma,0,22,6,0,44,,,1410,4,1366
NCT02267603,Phase 2,25/11/2014,Actual,pembrolizumab,A Phase II Study of MK-3475 in Patients With Advanced Merkel Cell Carcinoma (MCC),Pembrolizumab in Treating Patients With Advanced Merkel Cell Cancer,0,1,0,0,,,0,,4,45
NCT02281084,Phase 2,06/07/2015,Actual,durvalumab,"A Phase 2, International, Multicenter, Randomized, Open-label, Parallel Group to Evaluate the Efficacy and Safety of Cc-486 (Oral Azacitidine) Alone in Combination With Durvalumab (MEDI4736) in Subjects With Myelodysplastic Syndromes Who Fail to Achieve an Objective Response to Treatment With Azacitidine for Injection or Decitabine",Safety and Efficacy Study of CC-486 in Subjects With Myelodysplastic Syndromes,0,4,2,2,8,,,124,6,114
NCT02287233,Phase 1/Phase 2,31/12/2014,Actual,venetoclax,A Phase 1/2 Study of Venetoclax in Combination With Low-Dose Cytarabine in Treatment-Na��ve Subjects With Acute Myelogenous Leukemia Who Are ��� 60 Years of Age and Who Are Not Eligible for Standard Anthracycline-Based Induction Therapy,A Study Evaluating Venetoclax in Combination With Low-Dose Cytarabine in Treatment-Na��ve Participants With Acute Myelogenous Leukemia,,4,4,,,,,,6,174
NCT02289222,Phase 1/Phase 2,30/12/2014,Actual,mk-3475,1454GCC: Phase I/II Anti-PD-1 (MK-3475) and IMiD (Pomalidomide) Combination Immunotherapy in Relapsed/Refractory Multiple Myeloma,1454GCC: Anti-PD-1 (MK-3475) and IMiD (Pomalidomide) Combination Immunotherapy in Relapsed/Refractory Multiple Myeloma,0,2,18,0,0,,0,46,4,26
NCT02291055,Phase 1/Phase 2,30/04/2015,Actual,medi4736,Phase 1-2 Study of ADXS11-001 or MEDI4736 Alone or Combination In Previously Treated Locally Advanced or Metastatic Cervical or HPV+ Head & Neck Cancer,A Study of ADXS11-001 or MEDI4736 Alone or Combination In Cervical or Human Papillomavirus (HPV)+ Head & Neck Cancer,,4,20,,24,,,138,0,114
NCT02301039,Phase 2,31/03/2015,Actual,pembrolizumab,SARC028: A Phase II Study of the Anti-PD1 Antibody Pembrolizumab (MK-3475) in Patients With Advanced Sarcomas,SARC028: A Phase II Study of the Anti-PD1 Antibody Pembrolizumab (MK-3475) in Patients With Advanced Sarcomas,2,8,18,0,16,,2,252,34,244
NCT02303990,Phase 1,08/01/2015,Actual,pembrolizumab,RADVAX: A Stratified Phase I Trial of Pembrolizumab With Hypofractionated Radiotherapy in Patients With Advanced and Metastatic Cancers,RADVAX: A Stratified Phase I Trial of Pembrolizumab With Hypofractionated Radiotherapy in Patients With Advanced and Metastatic Cancers,0,0,3,0,59,,0,0,0,56
NCT02304458,Phase 1/Phase 2,02/02/2015,Actual,nivolumab,"A Phase 1/2 Study of Nivolumab in Children, Adolescents, and Young Adults With Recurrent or Refractory Solid Tumors as a Single Agent and in Combination With Ipilimumab",Nivolumab With or Without Ipilimumab in Treating Younger Patients With Recurrent or Refractory Solid Tumors or Sarcomas,2,14,24,0,42,,4,234,28,212
NCT02306850,Phase 2,31/01/2015,Actual,pembrolizumab,"Phase 2B Single-site, Open-label, Nonrandomized Study Evaluating the Efficacy of Neoadjuvant Pembrolizumab for Unresectable Stage III and Unresectable Stage IV Melanoma",Neoadjuvant Pembrolizumab for Unresectable Stage III and Unresectable Stage IV Melanoma,0,0,0,0,,,0,,0,10
NCT02311361,Phase 1/Phase 2,25/03/2015,Actual,durvalumab,A Pilot Study of Immune Checkpoint Inhibition (Durvalumab With or Without Tremelimumab) in Combination With Radiation Therapy in Patients With Unresectable Pancreatic Cancer,Immune Checkpoint Inhibition (Tremelimumab and/or MEDI4736) in Combination With Radiation Therapy in Patients With Unresectable Pancreatic Cancer,0,2,16,0,2,,0,128,2,110
NCT02316002,Phase 2,21/01/2015,Actual,pembrolizumab,Phase II Study of Pembrolizumab After Curative Intent Treatment for Oligometastatic Non-Small Cell Lung Cancer,Phase II Study of Pembrolizumab After Curative Intent Treatment for Oligometastatic Non-Small Cell Lung Cancer,0,1,2,0,,,0,,8,40
NCT02318277,Phase 1/Phase 2,05/01/2015,Actual,medi4736,"A Phase 1/2 Study Exploring the Safety, Tolerability, and Efficacy of Epacadostat (INCB024360) in Combination With Durvalumab (MEDI4736) in Subjects With Selected Advanced Solid Tumors (ECHO-203)",A Study of Epacadostat (INCB024360) in Combination With Durvalumab (MEDI4736) in Subjects With Selected Advanced Solid Tumors (ECHO-203),,8,22,,14,,,334,12,314
NCT02319044,Phase 2,15/04/2015,Actual,medi4736,"A Phase II, Randomized, Open-Label, Multi-Center, Global Study of MEDI4736 Monotherapy, Tremelimumab Monotherapy, and MEDI4736 in Combination With Tremelimumab in Patients With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck (SCCHN)","Phase II Study of MEDI4736, Tremelimumab, and MEDI4736 in Combination w/ Tremelimumab Squamous Cell Carcinoma of the Head and Neck",0,18,20,0,,,0,,36,460
NCT02320058,Phase 2,05/03/2015,Actual,nivolumab,A Multi-Center Phase 2 Open-Label Study to Evaluate Safety and Efficacy in Subjects With Melanoma Metastatic to the Brain Treated With Nivolumab in Combination With Ipilimumab Followed by Nivolumab Monotherapy,"An Investigational Immuno-therapy Study to Evaluate Safety and Effectiveness in Patients With Melanoma That Has Spread to the Brain, Treated With Nivolumab in Combination With Ipilimumab, Followed by Nivolumab by Itself",,,,,10,,,228,0,
NCT02322814,Phase 2,12/03/2015,Actual,atezolizumab,"A Multistage, Phase II Study Evaluating the Safety and Efficacy of Cobimetinib Plus Paclitaxel, Cobimetinib Plus Atezolizumab Plus Paclitaxel, or Cobimetinib Plus Atezolizumab Plus Nab-Paclitaxel as First-Line Treatment for Patients With Metastatic Triple-Negative Breast Cancer","A Study of Cobimetinib Plus Paclitaxel, Cobimetinib Plus Atezolizumab Plus Paclitaxel, or Cobimetinib Plus Atezolizumab Plus Nab-Paclitaxel as Initial Treatment for Participants With Triple-Negative Breast Cancer That Has Spread",0,60,10,0,32,,0,294,22,258
NCT02323126,Phase 2,09/02/2015,Actual,nivolumab,"A Phase II, Multicenter, Open-label Study of EGF816 in Combination With Nivolumab in Adult Patients With EGFR Mutated Non-small Cell Lung Cancer and of INC280 in Combination With Nivolumab in Adult Patients With cMet Positive Non-small Cell Lung Cancer",Study of Efficacy and Safety of Nivolumab in Combination With EGF816 and of Nivolumab in Combination With INC280 in Patients With Previously Treated Non-small Cell Lung Cancer,,14,,,,,,2,4,108
NCT02327078,Phase 1/Phase 2,26/11/2014,Actual,nivolumab,"A Phase 1/2 Study of the Safety, Tolerability, and Efficacy of Epacadostat Administered in Combination With Nivolumab in Select Advanced Cancers (ECHO-204)","A Study of the Safety, Tolerability, and Efficacy of Epacadostat Administered in Combination With Nivolumab in Select Advanced Cancers (ECHO-204)",0,6,14,2,34,,0,566,42,564
NCT02331368,Phase 2,30/06/2015,Actual,mk-3475,Phase 2 Multi-center Study of Anti-Programmed-Death-1 [Anti-PD-1] During Lymphopenic State After High-Dose Chemotherapy and Autologous Hematopoietic Stem Cell Transplant [HDT/ASCT] for Multiple Myeloma,Phase 2 Multi-center Study of Anti-PD-1 During Lymphopenic State After HDT/ASCT for Multiple Myeloma,,,,,2,,,26,1,
NCT02332980,Phase 2,19/02/2015,Actual,pembrolizumab,A Phase II Study of Anti-PD-1 Antibody (MK-3475) in Relapsed/Refractory Chronic Lymphocytic Leukemia (CLL) and Other Low Grade B Cell Non-Hodgkin Lymphoma (NHL),Pembrolizumab Alone or With Idelalisib or Ibrutinib in Treating Patients With Relapsed or Refractory Chronic Lymphocytic Leukemia or Other Low-Grade B-Cell Non-Hodgkin Lymphomas,0,0,4,0,0,,0,114,18,124
NCT02335411,Phase 2,03/02/2015,Actual,pembrolizumab,A Phase II Clinical Trial of Pembrolizumab as Monotherapy and in Combination With Cisplatin+5-Fluorouracil in Subjects With Recurrent or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma (KEYNOTE-059),A Study of Pembrolizumab (MK-3475) in Participants With Recurrent or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma (MK-3475-059/KEYNOTE-059),0,146,10,0,42,,4,558,52,448
NCT02335424,Phase 2,24/02/2015,Actual,pembrolizumab,A Phase II Clinical Trial of Pembrolizumab (MK-3475) in Subjects With Advanced/Unresectable or Metastatic Urothelial Cancer,Study of Pembrolizumab (MK-3475) in Participants With Advanced Urothelial Cancer (MK-3475-052/KEYNOTE-052),2,26,8,0,22,,2,326,30,332
NCT02336165,Phase 2,26/02/2015,Actual,durvalumab,Phase 2 Study to Evaluate the Clinical Efficacy and Safety of MEDI4736 in Patients With Glioblastoma (GBM),Phase 2 Study of Durvalumab (MEDI4736) in Patients With Glioblastoma,0,4,4,0,,,0,,26,284
NCT02337491,Phase 2,09/02/2015,Actual,pembrolizumab,Phase II Study of Pembrolizumab (MK-3475) With and Without Bevacizumab for Recurrent Glioblastoma,Pembrolizumab +/- Bevacizumab for Recurrent GBM,,,,,4,,,130,26,
NCT02337686,Phase 2,28/04/2015,Actual,pembrolizumab,Pharmacodynamic Study of Pembrolizumab in Patients With Recurrent Glioblastoma,Pembrolizumab in Treating Patients With Recurrent Glioblastoma,0,0,0,0,,,0,,1,14
NCT02339558,Phase 2,21/07/2015,Actual,nivolumab,Multicenter Phase II Study of Nivolumab in Previously Treated Patients With Recurrent and Metastatic Nasopharyngeal Carcinoma,Nivolumab in Treating Patients With Recurrent and/or Metastatic Nasopharyngeal Cancer,0,37,1,1,,,0,,2,4
NCT02340975,Phase 1/Phase 2,31/03/2015,Actual,medi4736,"A Phase 1b/2 Study of MEDI4736 in Combination With Tremelimumab, MEDI4736 Monotherapy, and Tremelimumab Monotherapy in Subjects With Metastatic or Recurrent Gastric or Gastroesophageal Junction Adenocarcinoma","A Phase 1b/2 Study of MEDI4736 With Tremelimumab, MEDI4736 or Tremelimumab Monotherapy in Gastric or GEJ Adenocarcinoma",0,98,0,0,4,,0,222,2,126
NCT02341625,Phase 1/Phase 2,19/06/2015,Actual,nivolumab,"A Phase I/IIa Study of BMS-986148, a Mesothelin Directed Antibody Drug Conjugate, in Subjects With Select Advanced Solid Tumors",A Study of BMS-986148 in Patients With Select Advanced Solid Tumors,0,8,6,0,2,,0,228,28,232
NCT02343952,Phase 2,31/03/2015,Actual,pembrolizumab,A Phase II Trial of Concurrent Chemoradiation With Consolidation Pembrolizumab for the Treatment of Inoperable or Unresectable Stage III Non-Small Cell Lung Cancer (NSCLC): HCRN LUN14-179,Consolidation Pembrolizumab Following Chemoradiation in Patients With Inoperable/Unresectable Stage III NSCLC,,4,3,,,,,,3,174
NCT02348008,Phase 1/Phase 2,31/03/2015,Actual,mk-3475,Phase Ib and Phase II Studies of Anti-PD-1 Antibody MK-3475 in Combination With Bevacizumab for the Treatment of Metastatic Renal Cell Carcinoma: Big Ten Cancer Research Consortium GU14-003,Phase Ib and Phase II Studies of MK-3475 in Combination + for Renal Cell Carcinoma:,0,0,0,0,10,,0,96,28,110
NCT02348216,Phase 1/Phase 2,21/04/2015,Actual,axicabtagene ciloleucel,A Phase 1/2 Multicenter Study Evaluating the Safety and Efficacy of KTE-C19 in Adults With Refractory Aggressive Non-Hodgkin Lymphoma,Study Evaluating the Safety and Efficacy of KTE-C19 in Adult Participants With Refractory Aggressive Non-Hodgkin Lymphoma,,20,22,,54,,,554,4,454
NCT02349633,Phase 1/Phase 2,14/05/2015,Actual,avelumab,PHASE 1/2 OPEN-LABEL STUDY OF PF-06747775 (EPIDERMAL GROWTH FACTOR RECEPTOR T790M INHIBITOR) IN PATIENTS WITH ADVANCED EPIDERMAL GROWTH FACTOR RECEPTOR MUTANT (DEL 19 OR L858R �� T790M) NON-SMALL CELL LUNG CANCER,Study For Patients With NSCLC EGFR Mutations (Del 19 or L858R +/- T790M),,94,,,,,,2,2,32
NCT02351739,Phase 2,30/04/2015,Actual,pembrolizumab,Randomized Phase 2 Trial of ACP-196 and Pembrolizumab Immunotherapy Dual CHECKpoint Inhibition In Platinum Resistant Metastatic Urothelial Carcinoma (RAPID CHECK Study),Study of the Combination of ACP-196 and Pembrolizumab in Subjects With Platinum Resistant Urothelial Bladder Cancer,2,2,6,0,2,,0,148,2,138
NCT02354586,Phase 2,23/03/2015,Actual,niraparib,"A Phase 2, Open-Label, Single-Arm Study to Evaluate the Safety and Efficacy of Niraparib in Patients With Advanced, Relapsed, High-Grade Serous Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer Who Have Received Three or Four Previous Chemotherapy Regimens",A Study of Niraparib in Patients With Ovarian Cancer Who Have Received Three or Four Previous Chemotherapy Regimens,1,16,20,,,,,,32,394
NCT02358031,Phase 3,19/03/2015,Actual,pembrolizumab,A Phase 3 Clinical Trial of Pembrolizumab (MK-3475) in First Line Treatment of Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma,A Study of Pembrolizumab (MK-3475) for First Line Treatment of Recurrent or Metastatic Squamous Cell Cancer of the Head and Neck (MK-3475-048/KEYNOTE-048),28,344,42,0,270,,50,1354,148,1292
NCT02359019,Phase 2,28/02/2015,Actual,pembrolizumab,Phase II Study of MK-3475 as Maintenance Therapy in Extensive Stage Small Cell Lung Cancer (SCLC) Patients,MK-3475 as Maintenance Therapy in Extensive Stage SCLC,,,6,,,1,,,1,37
NCT02359851,Phase 2,31/05/2015,Actual,pembrolizumab,A Multicenter Phase II Study to Evaluate the Safety and Efficacy of Pembrolizumab (MK-3475) in Patients With Advanced Uveal Melanoma,Pembrolizumab in Treating Patients With Advanced Uveal Melanoma,0,0,0,0,,,0,,0,5
